Year,Place,Name,Time,Rookie,Hometown,Year,Days,Hours,Min,Sec,Time_(days),Finish,Prize_Money,Points_(binary),Points_(top_20),Points_(1/x)
2009,30,Chad Lindner,12d 4h 21m 50s,Yes,"Brookline, Massachusetts",2009,12,4,21,50,12.1818287,Yes,1800,0,0,0.033333333
2009,31,Jake Berkowitz,12d 6h 1m 40s,,"Anchorage, Alaska",2009,12,6,1,40,12.25115741,Yes,1049,0,0,0.032258065
2009,32,Ed Stielstra,12d 6h 35m 12s,,"McMillan, Michigan",2009,12,6,35,12,12.27444444,Yes,1049,0,0,0.03125
2009,33,Allen Moore,12d 10h 0m 0s,,"Two Rivers, Alaska",2009,12,10,0,0,12.41666667,Yes,1049,0,0,0.03030303
2009,34,Robert Bundtzen,12d 13h 24m 30s,,"Anchorage, Alaska",2009,12,13,24,30,12.55868056,Yes,1049,0,0,0.029411765
2009,35,Jim Lanier,12d 13h 24m 35s,,"Chugiak, Alaska",2009,12,13,24,35,12.55873843,Yes,1049,0,0,0.028571429
2009,36,Ryan Redington,12d 14h 27m 25s,,"Wasilla, Alaska",2009,12,14,27,25,12.60237269,Yes,1049,0,0,0.027777778
2009,37,Harry T Alexie,12d 14h 40m 0s,Yes,"Bethel, Alaska",2009,12,14,40,0,12.61111111,Yes,1049,0,0,0.027027027
2009,38,Bill Cotter,12d 16h 12m 3s,,"Nenana, Alaska",2009,12,16,12,3,12.67503472,Yes,1049,0,0,0.026315789
2009,39,Rick Larson,12d 18h 30m 15s,,"Sand Coulee, USA",2009,12,18,30,15,12.77100694,Yes,1049,0,0,0.025641026
2009,40,Karin Hendrickson,12d 18h 31m 12s,Yes,"Chugiak, Alaska",2009,12,18,31,12,12.77166667,Yes,1049,0,0,0.025
2009,41,Cindy Gallea,12d 19h 15m 5s,,"Seeley Lake, Montana",2009,12,19,15,5,12.8021412,Yes,1049,0,0,0.024390244
2009,42,"Mike Williams, Sr.",13d 0h 17m 30s,,"Akiak, Alaska",2009,13,0,17,30,13.01215278,Yes,1049,0,0,0.023809524
2009,43,Jen Seavey,14d 1h 47m 50s,Yes,"Seward, Alaska",2009,14,1,47,50,14.07488426,Yes,1049,0,0,0.023255814
2009,44,Tom Thurston,14d 3h 36m 22s,Yes,"Oak Creek, Colorado",2009,14,3,36,22,14.15025463,Yes,1049,0,0,0.022727273
2009,45,Rachael Scdoris,14d 11h 8m 50s,,"Bend, Oregon",2009,14,11,8,50,14.46446759,Yes,1049,0,0,0.022222222
2009,46,Tim Osmar,14d 11h 9m 0s,,"Ninilchik, Alaska",2009,14,11,9,0,14.46458333,Yes,1049,0,0,0.02173913
2009,47,Wade Marrs,14d 11h 56m 25s,Yes,"Wasilla, Alaska",2009,14,11,56,25,14.49751157,Yes,1049,0,0,0.021276596
2009,48,Trent Herbst,15d 2h 39m 47s,,"Ketchum, Idaho",2009,15,2,39,47,15.11096065,Yes,1049,0,0,0.020833333
2009,49,Michael Suprenant,15d 3h 10m 38s,Yes,"Chugiak, Alaska",2009,15,3,10,38,15.13238426,Yes,1049,0,0,0.020408163
2009,50,Eric Rogers,15d 4h 18m 35s,,"Eagle River, Alaska",2009,15,4,18,35,15.17957176,Yes,1049,0,0,0.02
2009,51,Heather Siirtola,15d 11h 35m 0s,,"Talkeetna, Alaska",2009,15,11,35,0,15.48263889,Yes,1049,0,0,0.019607843
2009,52,Timothy Hunt,15d 14h 6m 22s,Yes,"Marquette, Michigan",2009,15,14,6,22,15.58775463,Yes,1049,0,0,0.019230769
2009,99,Bjornar Andersen,2d 15h 21m 0s,,"Elverum, NORWAY",2009,2,15,21,0,2.639583333,No,0,0,0,0.01010101
2009,99,Kim Darst,7d 0h 12m 0s,Yes,"Blairstown, New Jersey",2009,7,0,12,0,7.008333333,No,0,0,0,0.01010101
2009,99,Laura Daugereau,7d 2h 12m 0s,,"Port Gamble, Washington",2009,7,2,12,0,7.091666667,No,0,0,0,0.01010101
2009,99,Bob Hickel,1d 6h 5m 0s,,"Anchorage, Alaska",2009,1,6,5,0,1.253472222,No,0,0,0,0.01010101
2009,99,Jeff Holt,6d 23h 25m 0s,,"North Pole, Alaska",2009,6,23,25,0,6.975694444,No,0,0,0,0.01010101
2009,99,Ed Iten,9d 18h 29m 0s,,"Kotzebue, Alaska",2009,9,18,29,0,9.770138889,No,0,0,0,0.01010101
2009,99,Rob Loveman,5d 11h 25m 0s,Yes,"Seeley Lake, Montana",2009,5,11,25,0,5.475694444,No,0,0,0,0.01010101
2009,99,Blake Matray,7d 0h 11m 0s,Yes,"Two Rivers, Alaska",2009,7,0,11,0,7.007638889,No,0,0,0,0.01010101
2009,99,Melissa Stewart,10d 15h 46m 0s,,"Nome, Alaska",2009,10,15,46,0,10.65694444,No,0,0,0,0.01010101
2009,99,Lou Packer,6d 14h 58m 0s,Yes,"Wasilla, Alaska",2009,6,14,58,0,6.623611111,No,0,0,0,0.01010101
2009,99,Aaron Peck,12d 2h 22m 0s,,"Grande Prairie, Alberta",2009,12,2,22,0,12.09861111,No,0,0,0,0.01010101
2009,99,Alan Peck,13d 11h 30m 0s,Yes,"Eagle River, Alaska",2009,13,11,30,0,13.47916667,No,0,0,0,0.01010101
2009,99,Kurt Reich,5d 19h 15m 0s,Yes,"Divide, Colorado",2009,5,19,15,0,5.802083333,No,0,0,0,0.01010101
2009,99,David Sawatzky,12d 14h 7m 0s,,"Healy, Alaska",2009,12,14,7,0,12.58819444,No,0,0,0,0.01010101
2009,99,Nancy Yoshida,2d 8h 2m 0s,Yes,"Thompson, North Dakota",2009,2,8,2,0,2.334722222,No,0,0,0,0.01010101
2008,1,Lance Mackey,9d 11h 46m 48s,,"Fairbanks, Alaska",2008,9,11,46,48,9.490833333,Yes,69000,1,1,1
2008,2,Jeff King,9d 13h 5m 51s,,"Denali, Alaska",2008,9,13,5,51,9.545729167,Yes,65100,0,0.95,0.5
2008,3,Ramey Smyth,9d 18h 52m 6s,,"Willow, Alaska",2008,9,18,52,6,9.786180556,Yes,61400,0,0.9,0.333333333
2008,4,Ken Anderson,9d 19h 11m 6s,,"Fairbanks, Alaska",2008,9,19,11,6,9.799375,Yes,57800,0,0.85,0.25
2008,5,Martin Buser,9d 19h 11m 50s,,"Big Lake, Alaska",2008,9,19,11,50,9.799884259,Yes,54400,0,0.8,0.2
2008,6,Hans Gatt,9d 20h 20m 36s,,"Whitehorse, CANADA",2008,9,20,20,36,9.847638889,Yes,51100,0,0.75,0.166666667
2008,7,Mitch Seavey,9d 20h 42m 31s,,"Seward, Alaska",2008,9,20,42,31,9.862858796,Yes,48000,0,0.7,0.142857143
2008,8,Paul Gebhardt,9d 21h 17m 47s,,"Kasilof, Alaska",2008,9,21,17,47,9.887349537,Yes,45000,0,0.65,0.125
2008,9,Kjetil Backen,9d 21h 25m 26s,,"Porsgrunn, NORWAY",2008,9,21,25,26,9.892662037,Yes,42000,0,0.6,0.111111111
2008,10,Sebastian Schnuelle,9d 22h 14m 35s,,"Whitehorse, CANADA",2008,9,22,14,35,9.926793981,Yes,39200,0,0.55,0.1
2008,11,Zack Steer,9d 22h 15m 6s,,"Sheep Mountain, Alaska",2008,9,22,15,6,9.927152778,Yes,36600,0,0.5,0.090909091
2008,12,Cim Smyth,9d 22h 24m 19s,,"Big Lake, Alaska",2008,9,22,24,19,9.933553241,Yes,34000,0,0.45,0.083333333
2008,13,Rick Swenson,9d 23h 43m 10s,,"Two Rivers, Alaska",2008,9,23,43,10,9.988310185,Yes,31500,0,0.4,0.076923077
2008,14,Jessie Royer,10d 1h 0m 20s,,"Fairbanks, Alaska",2008,10,1,0,20,10.04189815,Yes,29100,0,0.35,0.071428571
2008,15,DeeDee Jonrowe,10d 1h 7m 46s,,"Willow, Alaska",2008,10,1,7,46,10.04706019,Yes,26900,0,0.3,0.066666667
2008,16,Gerry Willomitzer,10d 4h 46m 8s,,"Whitehorse, CANADA",2008,10,4,46,8,10.1987037,Yes,24700,0,0.25,0.0625
2008,17,Ed Iten,10d 4h 59m 40s,,"Kotzebue, Alaska",2008,10,4,59,40,10.20810185,Yes,22600,0,0.2,0.058823529
2008,18,Ray Redington Jr,10d 5h 38m 16s,,"Wasilla, Alaska",2008,10,5,38,16,10.23490741,Yes,20600,0,0.15,0.055555556
2008,19,Aaron Burmeister,10d 6h 5m 20s,,"Nome/Nenana, Alaska",2008,10,6,5,20,10.2537037,Yes,18600,0,0.1,0.052631579
2008,20,Jim Lanier,10d 6h 35m 40s,,"Chugiak, Alaska",2008,10,6,35,40,10.27476852,Yes,16800,0,0.05,0.05
2008,21,Aliy Zirkle,10d 7h 10m 21s,,"Two Rivers, Alaska",2008,10,7,10,21,10.29885417,Yes,15000,0,0,0.047619048
2008,22,Silvia Willis,10d 9h 4m 50s,,"Deshka River, Alaska",2008,10,9,4,50,10.37835648,Yes,13300,0,0,0.045454545
2008,23,John Baker,10d 10h 17m 50s,,"Kotzebue, Alaska",2008,10,10,17,50,10.42905093,Yes,11600,0,0,0.043478261
2008,24,Sigrid Ekran,10d 11h 15m 20s,,", NORWAY",2008,10,11,15,20,10.46898148,Yes,10000,0,0,0.041666667
2008,25,Hugh Neff,10d 12h 12m 20s,,"Skagway, Alaska",2008,10,12,12,20,10.50856481,Yes,8500,0,0,0.04
2008,26,Warren Palfrey,10d 12h 42m 5s,,"Yellowknife, CANADA",2008,10,12,42,5,10.52922454,Yes,7100,0,0,0.038461538
2008,27,William Kleedehn,10d 12h 50m 39s,Yes,"Carcross, CANADA",2008,10,12,50,39,10.53517361,Yes,5700,0,0,0.037037037
2008,28,Matt Hayashida,10d 14h 7m 3s,,"Willow, Alaska",2008,10,14,7,3,10.58822917,Yes,4300,0,0,0.035714286
2008,29,Ed Stielstra,10d 17h 28m 5s,,"McMillan, Michigan",2008,10,17,28,5,10.72783565,Yes,3000,0,0,0.034482759
2008,30,Melissa Stewart,10d 20h 21m 14s,Yes,"Nome, Alaska",2008,10,20,21,14,10.8480787,Yes,1800,0,0,0.033333333
2008,31,Gerald Sousa,10d 22h 0m 26s,,"Talkeetna, Alaska",2008,10,22,0,26,10.91696759,Yes,1049,0,0,0.032258065
2008,32,Rick Casillo,11d 2h 33m 55s,,"Willow, Alaska",2008,11,2,33,55,11.10688657,Yes,1049,0,0,0.03125
2008,33,Jason Mackey,11d 3h 44m 27s,,"Kasilof, Alaska",2008,11,3,44,27,11.15586806,Yes,1049,0,0,0.03030303
2008,34,Scott Smith,11d 4h 10m 36s,,"Willow, Alaska",2008,11,4,10,36,11.17402778,Yes,1049,0,0,0.029411765
2008,35,Robert Bundtzen,11d 5h 58m 45s,,"Anchorage, Alaska",2008,11,5,58,45,11.24913194,Yes,1049,0,0,0.028571429
2008,36,Sven Haltmann,11d 6h 37m 50s,Yes,"Willow, Alaska",2008,11,6,37,50,11.27627315,Yes,1049,0,0,0.027777778
2008,37,Rohn Buser,11d 6h 58m 25s,Yes,"Big Lake, Alaska",2008,11,6,58,25,11.29056713,Yes,1049,0,0,0.027027027
2008,38,Louis Sr. Nelson,11d 7h 36m 35s,,"Kotzebue, Alaska",2008,11,7,36,35,11.31707176,Yes,1049,0,0,0.026315789
2008,39,Cindy Gallea,11d 7h 56m 20s,,"Seeley Lake, Montana",2008,11,7,56,20,11.33078704,Yes,1049,0,0,0.025641026
2008,40,Jon Korta,11d 9h 17m 34s,,"Galena, Alaska",2008,11,9,17,34,11.38719907,Yes,1049,0,0,0.025
2008,41,Clint Warnke,11d 12h 23m 17s,,"Fairbanks, Alaska",2008,11,12,23,17,11.51616898,Yes,1049,0,0,0.024390244
2008,42,Robert Nelson,11d 13h 52m 31s,Yes,"Kotzebue, Alaska",2008,11,13,52,31,11.57813657,Yes,1049,0,0,0.023809524
2008,43,Rudi Niggemeier,11d 13h 55m 28s,Yes,"Salzkotten, GERMANY",2008,11,13,55,28,11.58018519,Yes,1049,0,0,0.023255814
2008,44,Rick Larson,11d 17h 47m 43s,,"Sand Coulee, USA",2008,11,17,47,43,11.74146991,Yes,1049,0,0,0.022727273
2008,45,Kelley Griffin,11d 19h 19m 36s,,"Wasilla, Alaska",2008,11,19,19,36,11.80527778,Yes,1049,0,0,0.022222222
2008,46,Bruce Linton,11d 19h 36m 49s,,"Kasilof, Alaska",2008,11,19,36,49,11.8172338,Yes,1049,0,0,0.02173913
2008,47,Lachlan Clarke,11d 20h 5m 19s,,"Buena Vista, Colorado",2008,11,20,5,19,11.83702546,Yes,1049,0,0,0.021276596
2008,48,Fabrizio Lovati,11d 20h 20m 24s,,"Vallee D’Aoste, ITALY",2008,11,20,20,24,11.8475,Yes,1049,0,0,0.020833333
2008,49,Benoit Gerard,11d 20h 51m 52s,Yes,"Amiens, FRANCE",2008,11,20,51,52,11.86935185,Yes,1049,0,0,0.020408163
2008,50,Jennifer Freking,11d 21h 40m 27s,Yes,"Finland, Minnesota",2008,11,21,40,27,11.90309028,Yes,1049,0,0,0.02
2008,51,Blake Freking,11d 21h 40m 36s,,"Finland, Minnesota",2008,11,21,40,36,11.90319444,Yes,1049,0,0,0.019607843
2008,52,William Hanes,11d 22h 22m 19s,,"Kasilof, Alaska",2008,11,22,22,19,11.93216435,Yes,1049,0,0,0.019230769
2008,53,Zoya DeNure,12d 1h 57m 35s,Yes,"Gakona, Alaska",2008,12,1,57,35,12.08165509,Yes,1049,0,0,0.018867925
2008,54,Benedikt Beisch,12d 2h 4m 54s,Yes,"Weinstadt, GERMANY",2008,12,2,4,54,12.08673611,Yes,1049,0,0,0.018518519
2008,55,Matt Calore,12d 2h 12m 43s,,"Trapper Creek, Alaska",2008,12,2,12,43,12.09216435,Yes,1049,0,0,0.018181818
2008,56,Karen Ramstead,12d 6h 52m 58s,,"Perryvale, Alberta",2008,12,6,52,58,12.28678241,Yes,1049,0,0,0.017857143
2008,57,Joe Gans,12d 8h 26m 15s,Yes,"Willow, Alaska",2008,12,8,26,15,12.3515625,Yes,1049,0,0,0.01754386
2008,58,Rick Holt,12d 11h 49m 38s,Yes,"Willow, Alaska",2008,12,11,49,38,12.49280093,Yes,1049,0,0,0.017241379
2008,59,Jeff Deeter,12d 13h 11m 45s,Yes,"Wasilla, Alaska",2008,12,13,11,45,12.54982639,Yes,1049,0,0,0.016949153
2008,60,Sam Deltour,12d 17h 50m 10s,Yes,"Sint-Kavis, BELGIUM",2008,12,17,50,10,12.7431713,Yes,1049,0,0,0.016666667
2008,61,Joe Runyan,13d 0h 52m 4s,,"Cliff, New Mexico",2008,13,0,52,4,13.03615741,Yes,1049,0,0,0.016393443
2008,62,Dries Jacobs,13d 1h 57m 0s,Yes,"Jabbeke, BELGIUM",2008,13,1,57,0,13.08125,Yes,1049,0,0,0.016129032
2008,63,Rich Corcoran,13d 2h 14m 45s,Yes,"Valdez, Alaska",2008,13,2,14,45,13.09357639,Yes,1049,0,0,0.015873016
2008,64,Laura Daugereau,13d 2h 21m 13s,Yes,"Port Gamble, Washington",2008,13,2,21,13,13.09806713,Yes,1049,0,0,0.015625
2008,65,Jake Berkowitz,13d 3h 41m 32s,Yes,"McMillan, Michigan",2008,13,3,41,32,13.15384259,Yes,1049,0,0,0.015384615
2008,66,Anne Capistrant,13d 9h 26m 4s,Yes,"Healy, Alaska",2008,13,9,26,4,13.39310185,Yes,1049,0,0,0.015151515
2008,67,Kirk Barnum,13d 10h 19m 44s,Yes,"Seeley Lake, Montana",2008,13,10,19,44,13.43037037,Yes,1049,0,0,0.014925373
2008,68,Eric Rogers,13d 11h 57m 12s,,"Eagle River, Alaska",2008,13,11,57,12,13.49805556,Yes,1049,0,0,0.014705882
2008,69,Richard Savoyski,13d 21h 26m 20s,Yes,"Palmer, Alaska",2008,13,21,26,20,13.89328704,Yes,1049,0,0,0.014492754
2008,70,Sue Allen,13d 21h 57m 40s,,"Wasilla, Alaska",2008,13,21,57,40,13.9150463,Yes,1049,0,0,0.014285714
2008,71,Wayne Curtis,13d 23h 25m 26s,,"Wasilla, Alaska",2008,13,23,25,26,13.97599537,Yes,1049,0,0,0.014084507
2008,72,Sue Morgan,14d 0h 31m 30s,Yes,"Richmond, Utah",2008,14,0,31,30,14.021875,Yes,1049,0,0,0.013888889
2008,73,Trent Herbst,14d 0h 42m 42s,,"Homer, Alaska",2008,14,0,42,42,14.02965278,Yes,1049,0,0,0.01369863
2008,74,Heather Siirtola,14d 1h 49m 12s,,"Talkeetna, Alaska",2008,14,1,49,12,14.07583333,Yes,1049,0,0,0.013513514
2008,75,Gene L Smith,14d 3h 47m 37s,Yes,"Omak, Washington",2008,14,3,47,37,14.15806713,Yes,1049,0,0,0.013333333
2008,76,Martin Koenig,14d 16h 10m 53s,Yes,"Seeley Lake, Montana",2008,14,16,10,53,14.67422454,Yes,1049,0,0,0.013157895
2008,77,Liz Parrish,14d 19h 51m 27s,Yes,"Klamath Falls, Oregon",2008,14,19,51,27,14.82739583,Yes,1049,0,0,0.012987013
2008,78,Deborah Bicknell,15d 5h 36m 12s,Yes,"Auke Bay, Alaska",2008,15,5,36,12,15.23347222,Yes,1049,0,0,0.012820513
2008,99,Jason Barron,2d 19h 0m 0s,,"Lincoln, Montana",2008,2,19,0,0,2.791666667,No,0,0,0,0.01010101
2008,99,Peter Bartlett,7d 3h 58m 0s,,"Wasilla, Alaska",2008,7,3,58,0,7.165277778,No,0,0,0,0.01010101
2008,99,"Art Church, Jr",7d 2h 22m 0s,,"Willow, Alaska",2008,7,2,22,0,7.098611111,No,0,0,0,0.01010101
2008,99,Kim Franklin,2d 12h 12m 0s,Yes,", UK",2008,2,12,12,0,2.508333333,No,0,0,0,0.01010101
2008,99,Joe Garnie,0d 0h 0m 0s,,"Teller, Alaska",2008,0,0,0,0,0,No,0,0,0,0.01010101
2008,99,Jessica Hendricks,2d 7h 28m 0s,,"Two Rivers, Alaska",2008,2,7,28,0,2.311111111,No,0,0,0,0.01010101
2008,99,G.B. Jones,-2d -1h -10m 0s,,"Wasilla, Alaska",2008,-2,-1,-10,0,-2.048611111,No,0,0,0,0.01010101
2008,99,Steven Madsen,8d 10h 36m 0s,,"Cougar, Washington",2008,8,10,36,0,8.441666667,No,0,0,0,0.01010101
2008,99,Allen Moore,9d 10h 25m 0s,,"Two Rivers, Alaska",2008,9,10,25,0,9.434027778,No,0,0,0,0.01010101
2008,99,Darin Nelson,6d 22h 26m 0s,Yes,"Kotzebue, Alaska",2008,6,22,26,0,6.934722222,No,0,0,0,0.01010101
2008,99,Ryan Redington,6d 0h 24m 0s,,"Wasilla, Alaska",2008,6,0,24,0,6.016666667,No,0,0,0,0.01010101
2008,99,Cliff Roberson,2d 1h 49m 0s,,"Corvallis, Oregon",2008,2,1,49,0,2.075694444,No,0,0,0,0.01010101
2008,99,Tom Roig,1d 7h 23m 0s,Yes,"Shreve, USA",2008,1,7,23,0,1.307638889,No,0,0,0,0.01010101
2008,99,Rachael Scdoris,11d 1h 8m 0s,,"Bend, Oregon",2008,11,1,8,0,11.04722222,No,0,0,0,0.01010101
2008,99,John Stetson,5d 6h 40m 0s,Yes,"Duluth, Minnesota",2008,5,6,40,0,5.277777778,No,0,0,0,0.01010101
2008,99,Michael Suprenant,11d 23h 54m 0s,Yes,"Chugiak, Alaska",2008,11,23,54,0,11.99583333,No,0,0,0,0.01010101
2008,99,Rodney Whaley,7d 1h 0m 0s,Yes,"Franklin, Tennessee",2008,7,1,0,0,7.041666667,No,0,0,0,0.01010101
2008,99,Molly Yazwinski,13d 22h 55m 0s,Yes,"Fairbanks, Alaska",2008,13,22,55,0,13.95486111,No,0,0,0,0.01010101
2007,1,Lance Mackey,9d 5h 8m 41s,,"Fairbanks, Alaska",2007,9,5,8,41,9.214363426,Yes,69000,1,1,1
2007,2,Paul Gebhardt,9d 7h 28m 12s,,"Kasilof, Alaska",2007,9,7,28,12,9.31125,Yes,64300,0,0.95,0.5
2007,3,Zack Steer,9d 12h 46m 7s,,"Sheep Mountain, Alaska",2007,9,12,46,7,9.532025463,Yes,59800,0,0.9,0.333333333
2007,4,Martin Buser,9d 13h 7m 4s,,"Big Lake, Alaska",2007,9,13,7,4,9.546574074,Yes,55600,0,0.85,0.25
2007,5,Jeff King,9d 15h 5m 17s,,"Denali, Alaska",2007,9,15,5,17,9.628668981,Yes,51700,0,0.8,0.2
2007,6,Ed Iten,9d 16h 34m 10s,,"Kotzebue, Alaska",2007,9,16,34,10,9.690393519,Yes,48000,0,0.75,0.166666667
2007,7,Ken Anderson,9d 18h 28m 48s,,"Fairbanks, Alaska",2007,9,18,28,48,9.77,Yes,44400,0,0.7,0.142857143
2007,8,John Baker,9d 18h 36m 22s,,"Kotzebue, Alaska",2007,9,18,36,22,9.77525463,Yes,41100,0,0.65,0.125
2007,9,Mitch Seavey,9d 19h 30m 23s,,"Seward, Alaska",2007,9,19,30,23,9.812766204,Yes,38000,0,0.6,0.111111111
2007,10,Tollef Monson,9d 21h 31m 40s,,"Kotzebue, Alaska",2007,9,21,31,40,9.896990741,Yes,35100,0,0.55,0.1
2007,11,Cim Smyth,10d 2h 16m 40s,,"Big Lake, Alaska",2007,10,2,16,40,10.09490741,Yes,32300,0,0.5,0.090909091
2007,12,Robert Sorlie,10d 4h 34m 34s,,"Hurdal, Norway",2007,10,4,34,34,10.1906713,Yes,29700,0,0.45,0.083333333
2007,13,Aaron Burmeister,10d 6h 12m 20s,,"Nome/Nenana, Alaska",2007,10,6,12,20,10.25856481,Yes,27300,0,0.4,0.076923077
2007,14,Jason Barron,10d 6h 38m 15s,,"Lincoln, Montana",2007,10,6,38,15,10.2765625,Yes,25000,0,0.35,0.071428571
2007,15,Hans Gatt,10d 7h 58m 17s,,"Atlin, British Columbia",2007,10,7,58,17,10.3321412,Yes,22800,0,0.3,0.066666667
2007,16,Ramey Smyth,10d 10h 20m 18s,,"Houston, Alaska",2007,10,10,20,18,10.43076389,Yes,20700,0,0.25,0.0625
2007,17,Ray Redington Jr,10d 12h 43m 10s,,"Two Rivers, Alaska",2007,10,12,43,10,10.52997685,Yes,18800,0,0.2,0.058823529
2007,18,Ryan Redington,10d 12h 46m 0s,,"Wasilla, Alaska",2007,10,12,46,0,10.53194444,Yes,17000,0,0.15,0.055555556
2007,19,Hugh Neff,10d 13h 5m 15s,,"Skagway, Alaska",2007,10,13,5,15,10.5453125,Yes,15300,0,0.1,0.052631579
2007,20,Sigrid Ekran,10d 13h 21m 7s,Yes,"Kotzebue, Alaska",2007,10,13,21,7,10.55633102,Yes,13600,0,0.05,0.05
2007,21,Jessie Royer,10d 15h 25m 5s,,"Fairbanks, Alaska",2007,10,15,25,5,10.64241898,Yes,12100,0,0,0.047619048
2007,22,Sebastian Schnuelle,10d 15h 37m 45s,,"Whitehorse, CANADA",2007,10,15,37,45,10.65121528,Yes,10700,0,0,0.045454545
2007,23,Louis Sr. Nelson,10d 18h 23m 55s,,"Kotzebue, Alaska",2007,10,18,23,55,10.7666088,Yes,9300,0,0,0.043478261
2007,24,Sonny Lindner,10d 18h 28m 5s,,"Two Rivers, Alaska",2007,10,18,28,5,10.76950231,Yes,8000,0,0,0.041666667
2007,25,Rick Swenson,10d 18h 42m 49s,,"Two Rivers, Alaska",2007,10,18,42,49,10.7797338,Yes,6800,0,0,0.04
2007,26,Silvia Willis,10d 18h 42m 51s,Yes,"Deshka River, Alaska",2007,10,18,42,51,10.77975694,Yes,5700,0,0,0.038461538
2007,27,Jim Lanier,10d 19h 1m 56s,,"Chugiak, Alaska",2007,10,19,1,56,10.79300926,Yes,4600,0,0,0.037037037
2007,28,Aliy Zirkle,10d 19h 57m 7s,,"Two Rivers, Alaska",2007,10,19,57,7,10.83133102,Yes,3600,0,0,0.035714286
2007,29,Matt Hayashida,11d 1h 58m 46s,,"Willow, Alaska",2007,11,1,58,46,11.08247685,Yes,2700,0,0,0.034482759
2007,30,Gerry Willomitzer,11d 2h 54m 8s,Yes,"Whitehorse, CANADA",2007,11,2,54,8,11.12092593,Yes,1800,0,0,0.033333333
2007,31,William Pinkham,11d 5h 35m 40s,,"Glenwood Springs, Colorado",2007,11,5,35,40,11.23310185,Yes,1049,0,0,0.032258065
2007,32,Jon Korta,11d 13h 9m 16s,Yes,"Galena, Alaska",2007,11,13,9,16,11.54810185,Yes,1049,0,0,0.03125
2007,33,Tim Osmar,11d 16h 46m 45s,,"Ninilchik, Alaska",2007,11,16,46,45,11.69913194,Yes,1049,0,0,0.03030303
2007,34,Clint Warnke,11d 19h 9m 39s,,"Two Rivers, Alaska",2007,11,19,9,39,11.79836806,Yes,1049,0,0,0.029411765
2007,35,Scott Smith,11d 19h 9m 49s,,"Willow, Alaska",2007,11,19,9,49,11.7984838,Yes,1049,0,0,0.028571429
2007,36,Allen Moore,11d 20h 45m 15s,Yes,"Two Rivers, Alaska",2007,11,20,45,15,11.86475694,Yes,1049,0,0,0.027777778
2007,37,Rick Casillo,11d 20h 48m 39s,,"Willow, Alaska",2007,11,20,48,39,11.86711806,Yes,1049,0,0,0.027027027
2007,38,Thomas Lesatz,11d 21h 20m 53s,Yes,"Two Rivers, Alaska",2007,11,21,20,53,11.88950231,Yes,1049,0,0,0.026315789
2007,39,"Mike Williams, Sr.",12d 0h 32m 17s,,"Akiak, Alaska",2007,12,0,32,17,12.02241898,Yes,1049,0,0,0.025641026
2007,40,Matt Anderson,12d 0h 45m 0s,Yes,"Pinedale, Wyoming",2007,12,0,45,0,12.03125,Yes,1049,0,0,0.025
2007,41,Dallas Seavey,12d 8h 8m 11s,,"Seward, Alaska",2007,12,8,8,11,12.3390162,Yes,1049,0,0,0.024390244
2007,42,Andrew Angstman,12d 13h 17m 1s,Yes,"Bethel, Alaska",2007,12,13,17,1,12.5534838,Yes,1049,0,0,0.023809524
2007,43,Robert Bundtzen,12d 14h 21m 17s,,"Anchorage, Alaska",2007,12,14,21,17,12.59811343,Yes,1049,0,0,0.023255814
2007,44,Bryan Mills,12d 16h 10m 10s,,"Merango, Wisconsin",2007,12,16,10,10,12.67372685,Yes,1049,0,0,0.022727273
2007,45,Cindy Gallea,12d 16h 50m 17s,,"Seeley Lake, Montana",2007,12,16,50,17,12.70158565,Yes,1049,0,0,0.022222222
2007,46,Matt Calore,13d 1h 59m 40s,Yes,"Two Rivers, Alaska",2007,13,1,59,40,13.08310185,Yes,1049,0,0,0.02173913
2007,47,Hernan Maquieira,13d 15h 23m 0s,Yes,"Ushuaia, Argentina",2007,13,15,23,0,13.64097222,Yes,1049,0,0,0.021276596
2007,48,Jeff Wells,14d 2h 40m 54s,Yes,"Fairbanks, Alaska",2007,14,2,40,54,14.11173611,Yes,1049,0,0,0.020833333
2007,49,Dan Carter,14d 3h 36m 11s,Yes,"Jackson, USA",2007,14,3,36,11,14.15012731,Yes,1049,0,0,0.020408163
2007,50,Kelly Williams,14d 9h 35m 5s,,"Two Rivers, Alaska",2007,14,9,35,5,14.39936343,Yes,1049,0,0,0.02
2007,51,Matt Rossi,14d 18h 50m 50s,Yes,"Herbster, Wisconsin",2007,14,18,50,50,14.78530093,Yes,1049,0,0,0.019607843
2007,52,Kevin Morlock,15d 0h 48m 10s,Yes,"Walhalla, Michigan",2007,15,0,48,10,15.03344907,Yes,1049,0,0,0.019230769
2007,53,Aleksandar Nikolich,15d 2h 5m 30s,Yes,"Belgrade, SERBIA",2007,15,2,5,30,15.08715278,Yes,1049,0,0,0.018867925
2007,54,Jeremy Keller,15d 15h 55m 46s,Yes,"McCarthy, Alaska",2007,15,15,55,46,15.66372685,Yes,1049,0,0,0.018518519
2007,55,Bruce Linton,15d 23h 38m 30s,Yes,"Morrisville, Vermont",2007,15,23,38,30,15.98506944,Yes,1049,0,0,0.018181818
2007,56,Heather Siirtola,16d 1h 35m 28s,Yes,"Talkeetna, Alaska",2007,16,1,35,28,16.0662963,Yes,1049,0,0,0.017857143
